"year","country","conditionality","conditions","sanctions","occup","wage","oth","jsr","vol","ref","rep","fail"
2009,"Ireland",0.48,0.42,0.54,0.833333333333333,0,0.5,0.333333333333333,0.5,0.5,0.166666666666667,1
2010,"Ireland",0.6,0.42,0.88,0.833333333333333,0,0.5,0.333333333333333,0.5,1,1,1
2011,"Ireland",0.6,0.42,0.88,0.833333333333333,0,0.5,0.333333333333333,0.5,1,1,1
2012,"Ireland",0.6,0.42,0.88,0.833333333333333,0,0.5,0.333333333333333,0.5,1,1,1
1980,"Italy",0.15,0.04,0.54,0,0.166666666666667,0,0,0.166666666666667,1,1,0
1981,"Italy",0.15,0.04,0.54,0,0.166666666666667,0,0,0.166666666666667,1,1,0
1982,"Italy",0.15,0.04,0.54,0,0.166666666666667,0,0,0.166666666666667,1,1,0
1983,"Italy",0.15,0.04,0.54,0,0.166666666666667,0,0,0.166666666666667,1,1,0
1984,"Italy",0.15,0.04,0.54,0,0.166666666666667,0,0,0.166666666666667,1,1,0
1985,"Italy",0.15,0.04,0.54,0,0.166666666666667,0,0,0.166666666666667,1,1,0
1986,"Italy",0.15,0.04,0.54,0,0.166666666666667,0,0,0.166666666666667,1,1,0
1987,"Italy",0.27,0.25,0.29,0,1,0,0,0.166666666666667,0,1,0
1988,"Italy",0.27,0.25,0.29,0,1,0,0,0.166666666666667,0,1,0
1989,"Italy",0.27,0.25,0.29,0,1,0,0,0.166666666666667,0,1,0
1990,"Italy",0.27,0.25,0.29,0,1,0,0,0.166666666666667,0,1,0
1991,"Italy",0.37,0.25,0.54,0,1,0,0,0.166666666666667,1,1,0
1992,"Italy",0.37,0.25,0.54,0,1,0,0,0.166666666666667,1,1,0
1993,"Italy",0.37,0.25,0.54,0,1,0,0,0.166666666666667,1,1,0
1994,"Italy",0.37,0.25,0.54,0,1,0,0,0.166666666666667,1,1,0
1995,"Italy",0.37,0.25,0.54,0,1,0,0,0.166666666666667,1,1,0
1996,"Italy",0.37,0.25,0.54,0,1,0,0,0.166666666666667,1,1,0
1997,"Italy",0.37,0.25,0.54,0,1,0,0,0.166666666666667,1,1,0
1998,"Italy",0.43,0.25,0.75,0,1,0,0,1,1,1,0
1999,"Italy",0.43,0.25,0.75,0,1,0,0,1,1,1,0
2000,"Italy",0.43,0.25,0.75,0,1,0,0,1,1,1,0
2001,"Italy",0.43,0.25,0.75,0,1,0,0,1,1,1,0
2002,"Italy",0.61,0.5,0.75,1,1,0,0,1,1,1,0
2003,"Italy",0.43,0.25,0.75,1,0,0,0,1,1,1,0
2004,"Italy",0.43,0.25,0.75,1,0,0,0,1,1,1,0
2005,"Italy",0.43,0.25,0.75,1,0,0,0,1,1,1,0
2006,"Italy",0.43,0.25,0.75,1,0,0,0,1,1,1,0
2007,"Italy",0.43,0.25,0.75,1,0,0,0,1,1,1,0
2008,"Italy",0.43,0.25,0.75,1,0,0,0,1,1,1,0
2009,"Italy",0.43,0.25,0.75,1,0,0,0,1,1,1,0
2010,"Italy",0.43,0.25,0.75,1,0,0,0,1,1,1,0
2011,"Italy",0.43,0.25,0.75,1,0,0,0,1,1,1,0
2012,"Italy",NA,NA,0.75,1,NA,0,0,1,1,1,0
1980,"Japan",0.28,0.38,0.21,0,0.166666666666667,0.833333333333333,0.5,0.333333333333333,0.333333333333333,0.166666666666667,0
1981,"Japan",0.28,0.38,0.21,0,0.166666666666667,0.833333333333333,0.5,0.333333333333333,0.333333333333333,0.166666666666667,0
1982,"Japan",0.28,0.38,0.21,0,0.166666666666667,0.833333333333333,0.5,0.333333333333333,0.333333333333333,0.166666666666667,0
1983,"Japan",0.28,0.38,0.21,0,0.166666666666667,0.833333333333333,0.5,0.333333333333333,0.333333333333333,0.166666666666667,0
1984,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1985,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1986,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1987,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1988,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1989,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1990,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1991,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1992,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1993,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1994,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1995,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1996,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1997,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1998,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1999,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2000,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2001,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2002,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2003,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2004,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2005,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2006,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2007,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2008,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2009,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2010,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2011,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
2012,"Japan",0.33,0.38,0.29,0,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0
1996,"Korea",0.52,0.46,0.58,0,0.166666666666667,1,0.666666666666667,1,0.833333333333333,0.166666666666667,0.333333333333333
1997,"Korea",0.52,0.46,0.58,0,0.166666666666667,1,0.666666666666667,1,0.833333333333333,0.166666666666667,0.333333333333333
1998,"Korea",0.46,0.46,0.46,0,0.166666666666667,1,0.666666666666667,1,0.333333333333333,0.166666666666667,0.333333333333333
1999,"Korea",0.46,0.46,0.46,0,0.166666666666667,1,0.666666666666667,1,0.333333333333333,0.166666666666667,0.333333333333333
2000,"Korea",0.46,0.46,0.46,0,0.166666666666667,1,0.666666666666667,1,0.333333333333333,0.166666666666667,0.333333333333333
2001,"Korea",0.46,0.46,0.46,0,0.166666666666667,1,0.666666666666667,1,0.333333333333333,0.166666666666667,0.333333333333333
2002,"Korea",0.46,0.46,0.46,0,0.166666666666667,1,0.666666666666667,1,0.333333333333333,0.166666666666667,0.333333333333333
2003,"Korea",0.46,0.46,0.46,0,0.166666666666667,1,0.666666666666667,1,0.333333333333333,0.166666666666667,0.333333333333333
2004,"Korea",0.46,0.46,0.46,0,0.166666666666667,1,0.666666666666667,1,0.333333333333333,0.166666666666667,0.333333333333333
2005,"Korea",0.46,0.42,0.5,0,0.166666666666667,1,0.5,1,0.333333333333333,0.166666666666667,0.5
2006,"Korea",0.5,0.5,0.5,0,0.166666666666667,1,0.833333333333333,1,0.333333333333333,0.166666666666667,0.5
2007,"Korea",0.5,0.5,0.5,0,0.166666666666667,1,0.833333333333333,1,0.333333333333333,0.166666666666667,0.5
2008,"Korea",0.5,0.5,0.5,0,0.166666666666667,1,0.833333333333333,1,0.333333333333333,0.166666666666667,0.5
2009,"Korea",0.46,0.42,0.5,0,0.166666666666667,1,0.5,1,0.333333333333333,0.166666666666667,0.5
2010,"Korea",0.46,0.42,0.5,0,0.166666666666667,1,0.5,1,0.333333333333333,0.166666666666667,0.5
2011,"Korea",0.46,0.42,0.5,0,0.166666666666667,1,0.5,1,0.333333333333333,0.166666666666667,0.5
2012,"Korea",0.46,0.42,0.5,0,0.166666666666667,1,0.5,1,0.333333333333333,0.166666666666667,0.5
1986,"Netherlands",NA,NA,NA,1,NA,0,0.166666666666667,NA,1,1,0
1987,"Netherlands",NA,NA,NA,1,NA,0,0.166666666666667,NA,1,1,0
1988,"Netherlands",NA,NA,NA,1,NA,0,0.166666666666667,NA,1,1,0
1989,"Netherlands",NA,NA,NA,1,NA,0,0.166666666666667,NA,1,1,0
1990,"Netherlands",NA,NA,NA,1,NA,0,0.166666666666667,NA,1,1,0
1991,"Netherlands",NA,NA,NA,1,NA,0,0.166666666666667,NA,1,1,0
1992,"Netherlands",NA,0.46,NA,0.5,0.5,0.666666666666667,0.166666666666667,NA,1,1,0
1993,"Netherlands",NA,0.46,NA,0.5,0.5,0.666666666666667,0.166666666666667,NA,1,1,0
1994,"Netherlands",NA,0.46,NA,0.5,0.5,0.666666666666667,0.166666666666667,NA,1,1,0
1995,"Netherlands",NA,0.46,NA,0.5,0.5,0.666666666666667,0.166666666666667,NA,1,1,0
1996,"Netherlands",NA,0.46,NA,0.5,0.5,0.666666666666667,0.166666666666667,NA,1,1,0
1997,"Netherlands",0.59,0.46,0.75,0.5,0.5,0.666666666666667,0.166666666666667,1,1,1,0
1998,"Netherlands",0.59,0.46,0.75,0.5,0.5,0.666666666666667,0.166666666666667,1,1,1,0
1999,"Netherlands",0.59,0.46,0.75,0.5,0.5,0.666666666666667,0.166666666666667,1,1,1,0
2000,"Netherlands",0.59,0.46,0.75,0.5,0.5,0.666666666666667,0.166666666666667,1,1,1,0
2001,"Netherlands",0.64,0.54,0.75,0.5,0.5,0.666666666666667,0.5,1,1,1,0
2002,"Netherlands",0.64,0.54,0.75,0.5,0.5,0.666666666666667,0.5,1,1,1,0
2003,"Netherlands",0.64,0.54,0.75,0.5,0.5,0.666666666666667,0.5,1,1,1,0
2004,"Netherlands",0.64,0.54,0.75,0.5,0.5,0.666666666666667,0.5,1,1,1,0
2005,"Netherlands",0.64,0.54,0.75,0.5,0.5,0.666666666666667,0.5,1,1,1,0
2006,"Netherlands",0.64,0.54,0.75,0.5,0.5,0.666666666666667,0.5,1,1,1,0
2007,"Netherlands",0.64,0.54,0.75,0.5,0.5,0.666666666666667,0.5,1,1,1,0
2008,"Netherlands",0.62,0.62,0.62,0.5,0.833333333333333,0.666666666666667,0.5,1,0.333333333333333,0.5,0.666666666666667
2009,"Netherlands",0.62,0.62,0.62,0.5,0.833333333333333,0.666666666666667,0.5,1,0.333333333333333,0.5,0.666666666666667
2010,"Netherlands",0.62,0.62,0.62,0.5,0.833333333333333,0.666666666666667,0.5,1,0.333333333333333,0.5,0.666666666666667
2011,"Netherlands",0.62,0.62,0.62,0.5,0.833333333333333,0.666666666666667,0.5,1,0.333333333333333,0.5,0.666666666666667
2012,"Netherlands",0.67,0.71,0.62,0.5,0.833333333333333,0.666666666666667,0.833333333333333,1,0.333333333333333,0.5,0.666666666666667
1980,"New Zealand",0.53,0.75,0.38,1,0.833333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.166666666666667,0.5
1981,"New Zealand",0.53,0.75,0.38,1,0.833333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.166666666666667,0.5
1982,"New Zealand",0.61,0.75,0.5,1,0.833333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.666666666666667,0.5
1983,"New Zealand",0.61,0.75,0.5,1,0.833333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.666666666666667,0.5
1984,"New Zealand",0.61,0.75,0.5,1,0.833333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.666666666666667,0.5
1985,"New Zealand",0.61,0.75,0.5,1,0.833333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.666666666666667,0.5
1986,"New Zealand",0.61,0.75,0.5,1,0.833333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.666666666666667,0.5
1987,"New Zealand",0.61,0.75,0.5,1,0.833333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.666666666666667,0.5
1988,"New Zealand",0.61,0.75,0.5,1,0.833333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.666666666666667,0.5
1989,"New Zealand",0.6,0.71,0.5,1,0.833333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.5
1990,"New Zealand",0.61,0.75,0.5,1,0.833333333333333,0.833333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.5
1991,"New Zealand",0.68,0.75,0.62,1,0.833333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0,0.833333333333333,0.833333333333333
1992,"New Zealand",0.7,0.79,0.62,1,0.833333333333333,0.833333333333333,0.5,0.833333333333333,0,0.833333333333333,0.833333333333333
1993,"New Zealand",0.7,0.79,0.62,1,0.833333333333333,0.833333333333333,0.5,0.833333333333333,0,0.833333333333333,0.833333333333333
1994,"New Zealand",0.7,0.79,0.62,1,0.833333333333333,0.833333333333333,0.5,0.833333333333333,0,0.833333333333333,0.833333333333333
1995,"New Zealand",0.7,0.79,0.62,1,0.833333333333333,0.833333333333333,0.5,0.833333333333333,0,0.833333333333333,0.833333333333333
1996,"New Zealand",0.63,0.79,0.5,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
1997,"New Zealand",0.63,0.79,0.5,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
1998,"New Zealand",0.6,0.79,0.46,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.166666666666667
1999,"New Zealand",0.6,0.79,0.46,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.166666666666667
2000,"New Zealand",0.6,0.79,0.46,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.166666666666667
2001,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2002,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2003,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2004,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2005,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2006,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2007,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2008,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2009,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2010,"New Zealand",0.58,0.67,0.5,1,0.833333333333333,0.666666666666667,0.166666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
2011,"New Zealand",0.56,0.62,0.5,1,0.833333333333333,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
2012,"New Zealand",0.56,0.62,0.5,1,0.833333333333333,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
1980,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1981,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1982,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1983,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1984,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1985,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1986,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1987,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1988,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1989,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1990,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1991,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1992,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1993,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1994,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1995,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1996,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
1997,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
1998,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
1999,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2000,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2001,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2002,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2003,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2004,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2005,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2006,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2007,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2008,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2009,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
